,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
61843,Vacant/Abandoned Building,18-00989817,2018-03-21,,,,,,,,7938.0,S,EUCLID,AVE,60617.0,1190579.43801954,1852723.22801772,8.0,4.0,46.0,41.75089351487525,-87.57719108727356,"(41.75089351487525, -87.57719108727356)"
61844,Vacant/Abandoned Building,18-00991499,2018-03-21,,,,,,,,3838.0,W,79TH,ST,60652.0,1152053.47012354,1851906.04500592,18.0,8.0,70.0,41.7494934021899,-87.7183911294821,"(41.7494934021899, -87.7183911294821)"
61845,Vacant/Abandoned Building,18-00992023,2018-03-21,Front,,Open,2ND FLOOR ENTRANCE IS NOT BOARDED UP--GANG BANGERS AND DRUG DEALERS HANG AROUND AND HIDE THEIR DRUGS--- BACKYARD IS FULL OF GARBAGE AND THE FRONT,Vacant,False,True,4727.0,W,GLADYS,AVE,60644.0,1144932.06680043,1897935.26393416,28.0,11.0,25.0,41.875941307811814,-87.74332923517203,"(41.875941307811814, -87.74332923517203)"
61846,Vacant/Abandoned Building,18-00993185,2018-03-21,Front,,Open,,Vacant,True,True,10141.0,S,UNION,AVE,60628.0,1173428.78250287,1837618.9123835,34.0,22.0,73.0,41.70984163599898,-87.64048455885715,"(41.70984163599898, -87.64048455885715)"
61847,Vacant/Abandoned Building,18-00994099,2018-03-21,Rear,,Open,REAR,Vacant,False,True,387.0,E,69TH,ST,60637.0,1180013.67760927,1859352.43059068,6.0,3.0,69.0,41.76933304387404,-87.61570611702628,"(41.76933304387404, -87.61570611702626)"
61848,Vacant/Abandoned Building,18-00994212,2018-03-21,Front,,Open,REAR ENTRY DOOR,Vacant,False,True,738.0,E,103RD,PL,60628.0,1182944.72941568,1836488.55012942,9.0,5.0,50.0,41.70652438296832,-87.6056709573021,"(41.70652438296832, -87.6056709573021)"
61849,Vacant/Abandoned Building,18-00994444,2018-03-21,Rear,,Open,FRONT & REAR WINDOWS,Vacant,,True,5522.0,S,INDIANA,AVE,60637.0,1178543.90922,1868259.07997236,20.0,2.0,40.0,41.79380731061085,-87.62082304301272,"(41.79380731061085, -87.62082304301272)"
61850,Vacant/Abandoned Building,18-00994583,2018-03-21,Garage,,Open,FRONT AND REAR,Vacant,False,True,4844.0,S,ASHLAND,AVE,60609.0,1166490.83127902,1872596.05192126,20.0,9.0,61.0,41.80597409860688,-87.66489715484828,"(41.805974098606875, -87.66489715484826)"
61851,Vacant/Abandoned Building,18-00994663,2018-03-21,,,,,,,,2052.0,W,CORTLAND,ST,60647.0,1162372.24727248,1912737.00898435,32.0,14.0,22.0,41.91621163707882,-87.67888039029945,"(41.91621163707882, -87.67888039029945)"
61852,Vacant/Abandoned Building,18-00995802,2018-03-21,Front,,Open,FRONT DOOR,Vacant,False,True,10746.0,S,AVENUE B,,60617.0,1204785.91487746,1834314.28917929,10.0,4.0,52.0,41.70002376108849,-87.5257658245433,"(41.70002376108849, -87.52576582454329)"
61853,Vacant/Abandoned Building,18-00999322,2018-03-22,Rear,,Open,,Vacant,False,True,13301.0,S,CALUMET,AVE,60827.0,1180826.03031716,1817196.44151494,9.0,5.0,54.0,41.65363290979706,-87.6140193012637,"(41.65363290979706, -87.61401930126371)"
61854,Vacant/Abandoned Building,18-01001028,2018-03-22,Front,,Open,BACK IS OPEN,Vacant,False,True,4519.0,W,JACKSON,BLVD,60624.0,1146229.4753083,1898302.46309377,28.0,11.0,26.0,41.87692437408901,-87.73855622007704,"(41.87692437408901, -87.73855622007704)"
61855,Vacant/Abandoned Building,18-01001580,2018-03-22,Rear,,Open,REAR,Vacant,False,False,211.0,N,KILBOURN,AVE,60624.0,1146357.34137051,1900719.06231546,28.0,11.0,26.0,41.88355337346907,-87.73802518174575,"(41.88355337346907, -87.73802518174577)"
61856,Vacant/Abandoned Building,18-01004062,2018-03-22,Rear,,Open,REAR,Vacant,False,True,9501.0,S,DR MARTIN LUTHER KING JR,DR,60628.0,1180584.68670524,1842062.37737237,9.0,5.0,49.0,41.721874082249705,-87.61414278526941,"(41.721874082249705, -87.61414278526941)"
61857,Vacant/Abandoned Building,18-01004394,2018-03-22,Front,,Open,,Vacant,False,True,434.0,E,79TH,ST,60619.0,1180622.66249052,1852727.49928727,6.0,6.0,69.0,41.75113956297781,-87.61367703355718,"(41.751139562977805, -87.61367703355718)"
61858,Vacant/Abandoned Building,18-01004691,2018-03-22,Front,,Open,,Vacant,False,True,2939.0,E,97TH,ST,60617.0,1197465.01262986,1841198.1495042,10.0,4.0,51.0,41.71909895529808,-87.55234275636292,"(41.71909895529808, -87.5523427563629)"
61859,Vacant/Abandoned Building,18-01004812,2018-03-22,Front,,Open,FRONT AND BACK DOOR - WINDOWS,Vacant,True,True,751.0,E,103RD,PL,60628.0,1183042.68090831,1836491.28999667,9.0,5.0,50.0,41.706529629656885,-87.6053121811561,"(41.70652962965688, -87.60531218115611)"
61860,Vacant/Abandoned Building,18-01005065,2018-03-22,Front,,Open,FRONT DOOR,Vacant,False,False,6029.0,S,MAY,ST,60621.0,1169683.42490049,1864812.96850407,16.0,7.0,68.0,41.784547707052994,-87.65341368960074,"(41.784547707052994, -87.65341368960073)"
61861,Vacant/Abandoned Building,18-01005127,2018-03-22,Front,,Open,REAR,Vacant,False,False,5225.0,S,PAULINA,ST,60609.0,1165896.25688157,1870054.67989799,16.0,9.0,61.0,41.79901294467891,-87.66715007729928,"(41.79901294467891, -87.6671500772993)"
61862,Vacant/Abandoned Building,18-01005600,2018-03-22,Front,,Boarded,,Occupied,False,False,2727.0,E,76TH,ST,60649.0,1195872.85960729,1855176.76979956,7.0,4.0,43.0,41.757496921397774,-87.5577127475926,"(41.757496921397774, -87.5577127475926)"
61863,Vacant/Abandoned Building,18-01005850,2018-03-22,Front,,Open,NONE JUST NOT BOARDED,Vacant,True,False,6744.0,S,PERRY,AVE,60621.0,1176559.22767045,1860265.00963321,6.0,7.0,69.0,41.77191565687642,-87.62834102996996,"(41.77191565687642, -87.62834102996996)"
61864,Vacant/Abandoned Building,18-01006473,2018-03-22,Front,,Open,FRONT,Vacant,False,False,4634.0,S,MARSHFIELD,AVE,60609.0,1166119.21989305,1873981.12431081,15.0,9.0,61.0,41.809782818016686,-87.66622065749313,"(41.80978281801669, -87.66622065749313)"
61865,Vacant/Abandoned Building,18-00887196,2018-03-10,Front,,Open,,Vacant,False,False,2136.0,W,BELMONT,AVE,60618.0,1161550.97349425,1921229.40492791,32.0,19.0,5.0,41.93953248230679,-87.68166057490423,"(41.93953248230679, -87.68166057490423)"
61866,Vacant/Abandoned Building,18-00887458,2018-03-10,Front,,Open,FRONT,Vacant,False,False,7108.0,S,EMERALD,AVE,60621.0,1172573.90988802,1857740.97373011,6.0,7.0,68.0,41.76507811759118,-87.64302415426197,"(41.76507811759118, -87.64302415426197)"
61867,Vacant/Abandoned Building,18-00890422,2018-03-11,Front,,Open,,Vacant,False,False,436.0,W,111TH,ST,60628.0,1175238.49016909,1831298.26557575,34.0,22.0,49.0,41.69245670405921,-87.63404510111842,"(41.69245670405921, -87.6340451011184)"
61868,Vacant/Abandoned Building,18-00892449,2018-03-11,Front,,Boarded,,Vacant,False,True,11432.0,S,CALUMET,AVE,60628.0,1180622.43406892,1829103.21788919,9.0,5.0,49.0,41.686311551867135,-87.61440078937338,"(41.686311551867135, -87.61440078937338)"
61869,Vacant/Abandoned Building,18-00892711,2018-03-11,Rear,,Boarded,REAR,Vacant,False,False,6407.0,S,CLAREMONT,AVE,60636.0,1161842.80018691,1862105.16547306,16.0,8.0,66.0,41.77728366880482,-87.6822358674399,"(41.77728366880482, -87.68223586743989)"
61870,Vacant/Abandoned Building,18-00894362,2018-03-11,Rear,,Open,REAR ENTRANCE,Vacant,False,False,7035.0,S,CALUMET,AVE,60637.0,1179699.10739159,1858320.52989429,6.0,3.0,69.0,41.76650859704207,-87.61689068299194,"(41.76650859704207, -87.61689068299194)"
61871,Vacant/Abandoned Building,18-00897410,2018-03-12,Rear,,Open,,Vacant,False,False,122.0,N,LECLAIRE,AVE,60644.0,1142366.89057517,1900248.38668339,28.0,15.0,25.0,41.88233680725363,-87.75269030628769,"(41.88233680725363, -87.75269030628768)"
61872,Vacant/Abandoned Building,18-00900045,2018-03-12,Garage,,Open,,Vacant,False,False,1818.0,N,LINDER,AVE,60639.0,1139446.18669669,1911513.60460957,37.0,25.0,25.0,41.91330365648783,-87.76314038795992,"(41.91330365648783, -87.76314038795992)"
61873,Vacant/Abandoned Building,18-00900298,2018-03-12,Front,,Open,BACK DOOR IS OPEN,Vacant,False,True,10235.0,S,STATE,ST,60628.0,1178061.3266116001,1836987.02993441,9.0,5.0,49.0,41.70800412510099,-87.62353863287777,"(41.70800412510099, -87.62353863287777)"
61874,Vacant/Abandoned Building,18-00901736,2018-03-12,Front,,Open,,Vacant,False,True,1307.0,W,MARQUETTE,RD,60636.0,1168737.43807166,1860340.09222798,17.0,7.0,67.0,41.77229405960848,-87.65701103791862,"(41.772294059608484, -87.65701103791862)"
61875,Vacant/Abandoned Building,18-00901867,2018-03-12,Front,,Open,REAR DOOR,Vacant,False,True,2438.0,W,48TH,ST,60632.0,1160922.5410733998,1872786.72997241,15.0,9.0,58.0,41.806614365288354,-87.68531438239047,"(41.806614365288354, -87.68531438239049)"
61876,Vacant/Abandoned Building,18-00901871,2018-03-12,Rear,,Open,REAR,Vacant,False,False,2927.0,W,ADAMS,ST,60612.0,1156906.31088319,1898882.13956822,27.0,11.0,27.0,41.878305340775405,-87.69933816171394,"(41.878305340775405, -87.69933816171394)"
61877,Vacant/Abandoned Building,18-00902022,2018-03-12,Rear,,Open,FRONT DOOR,Vacant,False,True,2442.0,W,48TH,ST,60632.0,1160895.5410733998,1872786.42997241,15.0,9.0,58.0,41.806614100643905,-87.68541341814431,"(41.80661410064391, -87.6854134181443)"
61878,Vacant/Abandoned Building,18-00902631,2018-03-12,Front,,Open,BASEMENT DOOR OPEN,Vacant,False,True,10240.0,S,EGGLESTON,AVE,60628.0,1175314.57626576,1836910.72992688,9.0,22.0,73.0,41.70785643625114,-87.63359959202573,"(41.70785643625114, -87.63359959202573)"
61879,Vacant/Abandoned Building,18-00903648,2018-03-12,Front,,Boarded,,Vacant,False,False,10700.0,S,STATE,ST,60628.0,1178147.2298961,1834023.7949831001,34.0,5.0,49.0,41.69987065270736,-87.62331351986558,"(41.699870652707354, -87.62331351986558)"
61880,Vacant/Abandoned Building,18-00904855,2018-03-12,Rear,,Open,,Vacant,False,True,3518.0,W,LEXINGTON,ST,60624.0,1153040.05757024,1896476.18462887,24.0,11.0,27.0,41.87178063577997,-87.71359804573277,"(41.87178063577997, -87.71359804573277)"
61881,Vacant/Abandoned Building,18-00905353,2018-03-12,Front,,Open,,Vacant,False,False,9533.0,S,UNIVERSITY,AVE,60628.0,1185542.93021213,1841992.00543096,8.0,5.0,50.0,41.72156587173075,-87.59598395904312,"(41.72156587173076, -87.59598395904312)"
61882,Vacant/Abandoned Building,18-00905767,2018-03-12,Rear,,Boarded,REAR ENTRANCE,Vacant,False,False,7945.0,S,EUCLID,AVE,60617.0,1190580.53801954,1852676.32801772,8.0,4.0,46.0,41.75076479060464,-87.57718856680069,"(41.750764790604634, -87.57718856680069)"
61883,Vacant/Abandoned Building,18-00907827,2018-03-12,Front,,Open,"REAR,",Vacant,False,True,10149.0,S,WENTWORTH,AVE,60628.0,1176732.57348716,1837649.02351174,9.0,5.0,49.0,41.70985068039403,-87.62838471954001,"(41.70985068039402, -87.62838471954)"
61884,Vacant/Abandoned Building,18-00911953,2018-03-13,Rear,,Open,SIDE WINDOWS OPEN,Vacant,False,True,7018.0,S,VERNON,AVE,60637.0,1180460.62128852,1858584.90807858,6.0,3.0,69.0,41.76721663829376,-87.61409136888425,"(41.76721663829376, -87.61409136888423)"
61885,Vacant/Abandoned Building,18-00912456,2018-03-13,Rear,,Open,,Vacant,False,False,545.0,N,MONTICELLO,AVE,60624.0,1151954.90622117,1903434.91788513,27.0,11.0,23.0,41.890897570220105,-87.71739874152979,"(41.89089757022011, -87.71739874152979)"
61886,Vacant/Abandoned Building,18-00912704,2018-03-13,Front,,Open,FRONT DOOR,Vacant,True,False,7211.0,S,SANGAMON,ST,60621.0,1171222.49727624,1857018.90840275,6.0,7.0,68.0,41.76312633527457,-87.64799855740331,"(41.76312633527457, -87.64799855740331)"
61887,Vacant/Abandoned Building,18-00915139,2018-03-13,Front,,Open,FRONT,Vacant,False,False,12206.0,S,UNION,AVE,60628.0,1173856.71142125,1823930.07318622,34.0,5.0,53.0,41.672267885596476,-87.63932131221823,"(41.672267885596476, -87.63932131221823)"
61888,Vacant/Abandoned Building,18-00915199,2018-03-13,Front,,Open,FRONT,Vacant,False,True,1710.0,W,WASECA,PL,60643.0,1166893.40620776,1829993.26483131,34.0,22.0,75.0,41.6890574099769,-87.66463496131065,"(41.689057409976904, -87.66463496131065)"
61889,Vacant/Abandoned Building,18-00915724,2018-03-13,Front,,Open,,Vacant,False,False,1220.0,W,111TH,ST,60643.0,1170171.47317041,1831176.17740926,34.0,22.0,75.0,41.692233058976534,-87.65259981035555,"(41.692233058976534, -87.65259981035555)"
61890,Vacant/Abandoned Building,18-00920424,2018-03-14,Front,,Open,,Vacant,False,False,5016.0,S,ELIZABETH,ST,60609.0,1168839.90991796,1871516.08310534,20.0,9.0,61.0,41.80296008860365,-87.65631280970496,"(41.80296008860365, -87.65631280970496)"
61891,Vacant/Abandoned Building,18-00920442,2018-03-14,Front,,Open,,Vacant,True,False,849.0,W,51ST,PL,60609.0,1171515.94246964,1870697.30002586,20.0,9.0,61.0,41.80065500058581,-87.64652259272209,"(41.80065500058581, -87.64652259272209)"
61892,Vacant/Abandoned Building,18-00920925,2018-03-14,Front,,Open,,Vacant,False,False,739.0,W,50TH,ST,60609.0,1172218.24998357,1871714.14011134,20.0,9.0,61.0,41.80342988793696,-87.64391710081124,"(41.803429887936964, -87.64391710081124)"
61893,Vacant/Abandoned Building,18-00924022,2018-03-14,Front,,Open,ROOF IS MISSING COMPLETELY OUT,Vacant,False,False,5640.0,W,PATTERSON,AVE,60634.0,1138104.88368888,1923703.91010341,36.0,16.0,15.0,41.94677953474184,-87.76777270990856,"(41.94677953474184, -87.76777270990856)"
61894,Vacant/Abandoned Building,18-00925418,2018-03-14,Rear,,Open,REAR OF BLDG.,Vacant,False,True,4534.0,W,MAYPOLE,AVE,60624.0,1146006.61992589,1901070.26449876,28.0,11.0,26.0,41.88452378201618,-87.7393041451322,"(41.88452378201618, -87.73930414513221)"
61895,Vacant/Abandoned Building,18-00926629,2018-03-14,Front,,Open,FRONT,Vacant,False,False,6826.0,S,DR MARTIN LUTHER KING JR,DR,60637.0,1180096.46471959,1859805.95697442,20.0,3.0,69.0,41.770575670974075,-87.61538878342897,"(41.770575670974075, -87.61538878342897)"
61896,Vacant/Abandoned Building,18-00926980,2018-03-14,Front,,Open,SIDE,Vacant,False,False,5955.0,S,THROOP,ST,60636.0,1168677.43552786,1865276.06673076,16.0,7.0,67.0,41.785840274269056,-87.65708869915274,"(41.785840274269056, -87.65708869915274)"
61897,Vacant/Abandoned Building,18-00927109,2018-03-14,Front,,Open,,Vacant,False,True,1638.0,W,34TH,ST,60608.0,1165865.27990038,1882192.5022926002,12.0,9.0,59.0,41.83232113311087,-87.66691847343748,"(41.83232113311087, -87.66691847343748)"
61898,Vacant/Abandoned Building,18-00927678,2018-03-14,Rear,,Open,REAR,Vacant,False,True,7020.0,S,CORNELL,AVE,60649.0,1188560.79987834,1858901.45010941,5.0,3.0,43.0,41.76789554883418,-87.58439113965588,"(41.76789554883418, -87.58439113965588)"
61899,Vacant/Abandoned Building,18-00928059,2018-03-14,Rear,,Open,REAR. POSSIBLY GETTING INSIDE THROUGH BACK DOOR,Vacant,False,True,6631.0,S,WINCHESTER,AVE,60636.0,1164498.62448735,1860687.42302715,15.0,7.0,67.0,41.77333760290383,-87.67253953922588,"(41.77333760290383, -87.67253953922587)"
61900,Vacant/Abandoned Building,18-00928096,2018-03-14,,,,,,,,2500.0,W,63RD,ST,60629.0,1160785.60083271,1862804.04028558,16.0,8.0,66.0,41.779223378329256,-87.6860922889582,"(41.77922337832926, -87.6860922889582)"
61901,Vacant/Abandoned Building,18-00928571,2018-03-14,Front,,Boarded,,Vacant,False,False,2856.0,W,PERSHING,RD,60632.0,1157960.3558705,1878647.77927706,12.0,9.0,58.0,41.822758604104116,-87.69601932969665,"(41.822758604104116, -87.69601932969665)"
61902,Vacant/Abandoned Building,18-00928640,2018-03-14,Front,,Open,ALL DOORS AND WINDOWS,Vacant,False,True,559.0,N,LONG,AVE,60644.0,1140227.89736791,1903158.16237324,37.0,15.0,25.0,41.89036104107088,-87.76047349092077,"(41.890361041070875, -87.76047349092077)"
61903,Vacant/Abandoned Building,18-00928831,2018-03-14,Front,,Open,WINDOWS AND BACK DOOR,Vacant,False,True,918.0,S,KARLOV,AVE,60624.0,1149190.47787109,1895736.22081659,24.0,11.0,26.0,41.86982548751409,-87.7277506881621,"(41.869825487514085, -87.72775068816209)"
61904,Vacant/Abandoned Building,18-00929879,2018-03-14,Garage,,Boarded,,Vacant,False,False,11758.0,S,MORGAN,ST,60643.0,1171773.14141364,1826846.6600898,34.0,5.0,53.0,41.68031728067935,-87.6468621689522,"(41.68031728067934, -87.6468621689522)"
61905,Vacant/Abandoned Building,18-00931831,2018-03-15,Front,,Open,NONE,Vacant,False,False,2159.0,W,OHIO,ST,60612.0,1161901.37588835,1903984.87568879,26.0,12.0,24.0,41.89220496601743,-87.68085492263023,"(41.89220496601743, -87.68085492263023)"
61906,Vacant/Abandoned Building,18-00933037,2018-03-15,Front,,Open,REAR,Vacant,False,True,7358.0,S,WABASH,AVE,60619.0,1177995.39612018,1856240.06639547,6.0,3.0,69.0,41.76083834757785,-87.62319833591225,"(41.76083834757785, -87.62319833591225)"
61907,Vacant/Abandoned Building,18-00934161,2018-03-15,Front,,Open,FRONT AND REAR DOOR- ALL WINDOWS ARE BROKEN,Vacant,True,False,8226.0,S,MANISTEE,AVE,60617.0,1195929.8877918,1850956.6001855,7.0,4.0,46.0,41.74591504698887,-87.55764318994316,"(41.74591504698887, -87.55764318994315)"
61908,Vacant/Abandoned Building,18-00934310,2018-03-15,Front,,Open,SIDE WINDOW IS OPENED,Vacant,False,False,12141.0,S,LOWE,AVE,60628.0,1174172.09912927,1824360.53232948,34.0,5.0,53.0,41.6734421593695,-87.63815427919522,"(41.6734421593695, -87.63815427919522)"
61909,Vacant/Abandoned Building,18-00935388,2018-03-15,Rear,,Open,,Vacant,False,False,725.0,N,SPRINGFIELD,AVE,60624.0,1150258.64529708,1904560.11551876,37.0,11.0,23.0,41.89401847357747,-87.72359893999563,"(41.89401847357747, -87.72359893999564)"
61910,Vacant/Abandoned Building,18-00935903,2018-03-15,Front,,Open,,Vacant,False,False,5840.0,S,SHIELDS,AVE,60621.0,1174958.44987268,1866073.13203229,20.0,7.0,68.0,41.787889636570036,-87.63403580609057,"(41.78788963657004, -87.63403580609057)"
61911,Vacant/Abandoned Building,18-00936587,2018-03-15,Front,,Open,NONE,Vacant,False,False,5418.0,S,KIMBARK,AVE,60615.0,1185579.77797974,1869655.3575674999,5.0,2.0,41.0,41.79747588768042,-87.59497931512398,"(41.79747588768042, -87.59497931512398)"
61912,Vacant/Abandoned Building,18-00936937,2018-03-15,Rear,,Open,,Vacant,False,True,4919.0,W,RACE,AVE,60644.0,1143469.07149455,1903212.47329268,37.0,15.0,25.0,41.89045008083009,-87.74856886753645,"(41.890450080830085, -87.74856886753646)"
61913,Vacant/Abandoned Building,18-00937582,2018-03-15,Front,,Boarded,,Vacant,False,False,7347.0,S,VERNON,AVE,60619.0,1180517.93311977,1856397.91051748,6.0,3.0,69.0,41.76121397288863,-87.6139483410457,"(41.761213972888626, -87.6139483410457)"
61914,Vacant/Abandoned Building,18-00938670,2018-03-15,Rear,,Open,,Vacant,False,True,8150.0,S,PEORIA,ST,60620.0,1171715.92882896,1851131.86072536,21.0,6.0,71.0,41.74696072023906,-87.64636233685377,"(41.746960720239066, -87.64636233685376)"
61915,Vacant/Abandoned Building,18-00939341,2018-03-15,Front,,Open,FRONT AND SIDE WINDOWS,Vacant,False,False,2023.0,E,72ND,PL,60649.0,1190958.22079915,1857297.84399488,5.0,3.0,43.0,41.76343750389882,-87.57565542589468,"(41.76343750389882, -87.57565542589467)"
61916,Vacant/Abandoned Building,18-00943720,2018-03-16,Front,,Open,FRONT DOOR,Vacant,False,True,7148.0,S,MICHIGAN,AVE,60619.0,1178400.22741408,1857649.2824261002,6.0,3.0,69.0,41.764696210995844,-87.62167188790886,"(41.76469621099584, -87.62167188790886)"
61917,Vacant/Abandoned Building,18-00943723,2018-03-16,,,,,,,,6219.0,S,MAY,ST,60621.0,1169717.26163072,1863555.48762871,16.0,7.0,68.0,41.78109629585379,-87.65332609154133,"(41.7810962958538, -87.65332609154133)"
61918,Vacant/Abandoned Building,18-00944523,2018-03-16,,,,,,,,7601.0,S,EAST END,AVE,60649.0,1188854.48006683,1854917.09008133,8.0,4.0,43.0,41.75695509718204,-87.58344200084507,"(41.75695509718205, -87.58344200084507)"
